blend	source1	source2	pre_sim	suf_sim	jw_sum	wordvec_similarity
shitt	shr	bitt	0.9	0.94	1.8399999999999999	0.6550711393356323
shittles	ship	beatles	0.93	0.9	1.83	0.6424397230148315
shittycake	shirt	cake	0.89	1.0	1.8900000000000001	0.6876876950263977
shizzle	shinny	dazzle	0.87	0.92	1.79	0.6626023054122925
shleep	she	deep	0.9	0.94	1.8399999999999999	0.7835546731948853
shm	shp	chm	0.9	0.91	1.81	0.784650444984436
shmacked	shmo	shacked	0.93	0.9	1.83	0.6677411794662476
shmile	she	while	0.9	0.9	1.8	0.8461830019950867
sholl	she	doll	0.9	0.94	1.8399999999999999	0.7292874455451965
shoned	shp	waned	0.9	0.9	1.8	0.6414601802825928
shopaholics	shoon	frolics	0.89	0.94	1.83	0.6391777992248535
shoppin	shola	pippin	0.89	0.92	1.81	0.6902127265930176
shorbert	shola	bert	0.89	1.0	1.8900000000000001	0.6731654405593872
shordie	shoal	hardie	0.89	0.92	1.81	0.6500438451766968
shortshop	shoe	shop	0.93	1.0	1.9300000000000002	0.8028569221496582
shotie	she	tie	0.9	1.0	1.9	0.6511197090148926
shoud	she	loud	0.9	0.94	1.8399999999999999	0.7812093496322632
shoutin	shoor	butin	0.89	0.95	1.8399999999999999	0.6744742393493652
shoutout	shoppe	stout	0.87	0.95	1.8199999999999998	0.7614983916282654
shoutouts	shoes	outs	0.89	1.0	1.8900000000000001	0.671392560005188
showeer	shoon	sweer	0.89	0.95	1.8399999999999999	0.6635386347770691
showertime	shock	time	0.89	1.0	1.8900000000000001	0.6952806711196899
showin	she	win	0.9	1.0	1.9	0.6397614479064941
showtime	shock	time	0.89	1.0	1.8900000000000001	0.6952806711196899
showtimne	shojo	himne	0.89	0.95	1.8399999999999999	0.7197927236557007
showting	shode	bating	0.89	0.92	1.81	0.7498695850372314
shppin	she	spin	0.9	0.94	1.8399999999999999	0.6329262256622314
shreaded	shrank	leaded	0.87	0.92	1.79	0.6382206082344055
shrek	shr	drek	0.9	0.94	1.8399999999999999	0.6584722995758057
shrits	sha	its	0.9	1.0	1.9	0.6873174905776978
shs	shp	ihs	0.9	0.91	1.81	0.652692437171936
shuda	shr	cuda	0.9	0.94	1.8399999999999999	0.75559401512146
shudda	shp	edda	0.9	0.94	1.8399999999999999	0.7172383069992065
shuddah	shuck	buddah	0.89	0.92	1.81	0.7069491147994995
shudnt	sha	didnt	0.9	0.9	1.8	0.6826876401901245
shuga	shp	ruga	0.9	0.94	1.8399999999999999	0.6333585977554321
shuld	she	could	0.9	0.9	1.8	0.8832626938819885
shumba	shp	kamba	0.9	0.9	1.8	0.6410450339317322
shunn	shr	sunn	0.9	0.94	1.8399999999999999	0.7016762495040894
shuttlesworth	shut	worth	1.0	1.0	2.0	0.6855916976928711
shutup	shp	getup	0.9	0.9	1.8	0.6714340448379517
shyne	shp	ayne	0.9	0.94	1.8399999999999999	0.6475454568862915
shyte	shp	kyte	0.9	0.94	1.8399999999999999	0.6770437955856323
siang	sip	bang	0.9	0.94	1.8399999999999999	0.7157377004623413
siapa	sim	capa	0.9	0.94	1.8399999999999999	0.6968163251876831
sibel	sid	abel	0.9	0.94	1.8399999999999999	0.8098316788673401
sicky	sid	jacky	0.9	0.9	1.8	0.7251866459846497
sidebang	siddhi	bebang	0.87	0.92	1.79	0.6966438889503479
sidechick	side	chick	0.93	0.95	1.88	0.809562623500824
sidehustle	sid	castle	1.0	0.92	1.92	0.6973245143890381
siendo	sim	tendo	0.9	0.9	1.8	0.6792612075805664
sienta	sin	santa	0.9	0.9	1.8	0.6424912214279175
sientes	siesta	antes	0.87	0.95	1.8199999999999998	0.659382700920105
siento	sin	tanto	0.9	0.9	1.8	0.7414934039115906
sigamos	signet	alamos	0.87	0.92	1.79	0.6465570330619812
signage	sight	manage	0.89	0.92	1.81	0.6571865677833557
signifcant	sigh	cant	0.93	1.0	1.9300000000000002	0.870455801486969
sigue	sim	segue	0.9	0.9	1.8	0.6660919189453125
sigues	sid	blues	0.9	0.9	1.8	0.668521523475647
siguetela	sigurd	stela	0.87	0.95	1.8199999999999998	0.6649581789970398
sii	sis	oii	0.9	0.91	1.81	0.6610127687454224
sik	sil	pik	0.9	0.91	1.81	0.7288291454315186
siked	sit	naked	0.9	0.9	1.8	0.7659544944763184
silaunya	silage	bunya	0.87	0.95	1.8199999999999998	0.7127070426940918
sillicone	silt	bicone	0.93	0.92	1.85	0.6411923170089722
silverlake	silas	blake	0.89	0.95	1.8399999999999999	0.7161697745323181
simer	sig	mer	0.9	1.0	1.9	0.828651487827301
simma	sib	namma	0.9	0.9	1.8	0.7282735109329224
simone	sir	one	0.9	1.0	1.9	0.718198299407959
simons	six	lions	0.9	0.9	1.8	0.6706845164299011
simpin	sis	pin	0.9	1.0	1.9	0.6401968002319336
sincee	sid	cee	0.9	1.0	1.9	0.7385507822036743
singin	sip	gin	0.9	1.0	1.9	0.7128640413284302
singlee	singer	glee	0.87	1.0	1.87	0.6949278116226196
sinny	sid	danny	0.9	0.9	1.8	0.8732081055641174
sippin	sis	pin	0.9	1.0	1.9	0.6401968002319336
sirve	sit	serve	0.9	0.9	1.8	0.6564671993255615
sista	sin	asta	0.9	0.94	1.8399999999999999	0.6570674180984497
sistas	sin	metas	0.9	0.9	1.8	0.6462570428848267
sitcom	sim	com	0.9	1.0	1.9	0.8896293640136719
sitin	sit	actin	0.9	0.9	1.8	0.6335079073905945
sittin	sit	actin	0.9	0.9	1.8	0.6335079073905945
skank	ski	plank	0.9	0.9	1.8	0.6762512922286987
skateland	skag	aland	0.93	0.95	1.88	0.6944179534912109
skcool	sky	cool	0.9	0.94	1.8399999999999999	0.6328797936439514
skeemin	skelly	haemin	0.87	0.92	1.79	0.8140583038330078
skeetage	skeg	wantage	0.93	0.9	1.83	0.8159630298614502
skiiny	sky	tiny	0.9	0.94	1.8399999999999999	0.6846203804016113
skinn	ski	inn	0.9	1.0	1.9	0.6377355456352234
skinney	skink	tunney	0.89	0.92	1.81	0.6690618395805359
skinnies	skimpy	beanies	0.87	0.9	1.77	0.7067703008651733
skiny	sky	tiny	0.9	0.94	1.8399999999999999	0.6846203804016113
skippies	skier	magpies	0.89	0.9	1.79	0.638329029083252
skippin	skink	pippin	0.89	0.92	1.81	0.6654421091079712
skirtsuits	skieur	acquits	0.87	0.9	1.77	0.742099404335022
skitzing	skies	gazing	0.89	0.92	1.81	0.6852807402610779
skitzofrantic	skitter	antic	0.9	1.0	1.9	0.6613262891769409
skool	sky	cool	0.9	0.94	1.8399999999999999	0.6328797936439514
skrap	ski	wrap	0.9	0.94	1.8399999999999999	0.7011863589286804
skrip	ski	strip	0.9	0.9	1.8	0.6943038105964661
skroll	ski	roll	0.9	0.94	1.8399999999999999	0.6447263360023499
skuffed	skunks	sniffed	0.87	0.9	1.77	0.7605727910995483
skullcandys	skully	candys	0.87	0.96	1.83	0.709356427192688
skunk	sky	punk	0.9	0.94	1.8399999999999999	0.6616737842559814
skunt	sky	hunt	0.9	0.94	1.8399999999999999	0.6614070534706116
skypers	skye	capers	0.93	0.92	1.85	0.6394369602203369
skypin	ski	spin	0.9	0.94	1.8399999999999999	0.7094705700874329
skyrocketting	skyrocket	dotting	0.87	0.94	1.81	0.6303611993789673
slabbin	slab	bobbin	0.93	0.92	1.85	0.6920539140701294
slackin	slab	pickin	0.93	0.92	1.85	0.6761820912361145
slappin	slavin	crappin	0.87	0.9	1.77	0.6644682288169861
slauson	slalom	blouson	0.87	0.9	1.77	0.6486703753471375
sleepover	sleep	over	0.89	1.0	1.8900000000000001	0.7019568085670471
sleepytime	sleep	time	0.89	1.0	1.8900000000000001	0.8775968551635742
slickin	slick	pickin	0.89	0.92	1.81	0.7150036692619324
slidies	slimer	toadies	0.87	0.9	1.77	0.7247636318206787
slient	sla	gent	0.9	0.94	1.8399999999999999	0.6363310217857361
slimmy	sly	dummy	0.9	0.9	1.8	0.7026858925819397
slippin	slimer	pippin	0.87	0.92	1.79	0.7389801740646362
slithy	sld	mothy	0.9	0.9	1.8	0.6546348333358765
slo	sld	clo	0.9	0.91	1.81	0.6698179244995117
sloane	sld	rane	0.9	0.94	1.8399999999999999	0.685484766960144
slore	sly	whore	0.9	0.9	1.8	0.7139744758605957
slores	sly	cares	0.9	0.9	1.8	0.6496714353561401
slurgin	slut	virgin	0.93	0.92	1.85	0.7795146703720093
slurpin	slub	hairpin	0.93	0.9	1.83	0.7722927927970886
slushie	slup	tashie	0.93	0.92	1.85	0.6438245177268982
smackdown	smack	down	0.89	1.0	1.8900000000000001	0.7992233633995056
smaddy	sml	baddy	0.9	0.9	1.8	0.637858510017395
smd	sml	cmd	0.9	0.91	1.81	0.7446253299713135
sme	sml	ume	0.9	0.91	1.81	0.7406282424926758
smedium	smee	radium	0.93	0.92	1.85	0.6639233231544495
smileys	smidge	leys	0.87	1.0	1.87	0.6628730297088623
smilies	smile	lies	0.89	1.0	1.8900000000000001	0.7177992463111877
smilin	sma	lin	0.9	1.0	1.9	0.729934573173523
smirkin	smily	gherkin	0.89	0.9	1.79	0.6438890695571899
smoochez	smoggy	natchez	0.87	0.9	1.77	0.6728999614715576
smooves	smock	coves	0.89	0.95	1.8399999999999999	0.7776871919631958
sms	sml	rms	0.9	0.91	1.81	0.6317269802093506
smsan	sml	sasan	0.9	0.9	1.8	0.7267382144927979
smt	sml	pmt	0.9	0.91	1.81	0.7848497629165649
smurf	sml	urf	0.9	1.0	1.9	0.6561182737350464
smush	sml	cush	0.9	0.94	1.8399999999999999	0.6964296698570251
smuttish	smut	fetish	0.93	0.92	1.85	0.7020438313484192
snapp	sny	kapp	0.9	0.94	1.8399999999999999	0.7109656929969788
snappin	snape	pippin	0.89	0.92	1.81	0.6520586609840393
snark	sny	sark	0.9	0.94	1.8399999999999999	0.6838908195495605
snarlin	snape	carlin	0.89	0.92	1.81	0.7297259569168091
sneankerheads	sneak	heads	0.95	1.0	1.95	0.6856694221496582
sneed	sny	jeed	0.9	0.94	1.8399999999999999	0.7045713663101196
sneek	sny	smeek	0.9	0.9	1.8	0.6831750869750977
snipits	sniff	armpits	0.89	0.9	1.79	0.6310908794403076
snitchin	sniff	chin	0.89	1.0	1.8900000000000001	0.668010413646698
snl	sny	unl	0.9	0.91	1.81	0.6586014032363892
snmoke	sny	roke	0.9	0.94	1.8399999999999999	0.6455070972442627
snother	snooks	heather	0.87	0.9	1.77	0.6481260061264038
snowboots	snoek	oots	0.89	1.0	1.8900000000000001	0.6577765941619873
snowbunny	snoopy	bunny	0.87	0.95	1.8199999999999998	0.6433224678039551
snuffie	snuff	effie	0.89	0.95	1.8399999999999999	0.6718839406967163
snuggie	snuffy	baggie	0.87	0.92	1.79	0.6692754030227661
snuzz	sny	muzz	0.9	0.94	1.8399999999999999	0.641610860824585
soarr	soh	arr	0.9	1.0	1.9	0.6817526817321777
sobran	sog	bran	0.9	0.94	1.8399999999999999	0.6451534628868103
sobre	sog	fibre	0.9	0.9	1.8	0.6561042666435242
socal	soc	cal	0.9	1.0	1.9	0.6412018537521362
socialbeat	soccer	beat	0.87	1.0	1.87	0.8506447076797485
sofftie	softa	softie	0.89	0.92	1.81	0.6863794326782227
soilders	soils	faders	0.89	0.92	1.81	0.7164105176925659
solamente	solan	kente	0.89	0.95	1.8399999999999999	0.7549168467521667
solange	sols	gange	0.93	0.95	1.88	0.7210797667503357
soldout	solder	readout	0.87	0.9	1.77	0.6569704413414001
solitaria	sole	aria	0.93	1.0	1.9300000000000002	0.6601341366767883
soljaboy	solate	attaboy	0.87	0.9	1.77	0.7463593482971191
solomi	soe	komi	0.9	0.94	1.8399999999999999	0.6405624151229858
solosexuality	soloing	modality	0.9	0.92	1.82	0.7828820943832397
soltate	solano	tate	0.87	1.0	1.87	0.7509897351264954
som	sou	bom	0.9	0.91	1.81	0.8282227516174316
sombody	some	body	0.93	1.0	1.9300000000000002	0.8222503662109375
somee	sog	smee	0.9	0.94	1.8399999999999999	0.7215721011161804
someeone	somers	leone	0.87	0.95	1.8199999999999998	0.6570025682449341
somemore	some	more	0.93	1.0	1.9300000000000002	0.8928917646408081
somen	sov	samen	0.9	0.9	1.8	0.6308588981628418
someon	sos	leon	0.9	0.94	1.8399999999999999	0.6476619839668274
somethin	some	thin	0.93	1.0	1.9300000000000002	0.7748326659202576
somethings	somet	seeings	0.89	0.9	1.79	0.6434093117713928
someting	somma	bating	0.89	0.92	1.81	0.6461105346679688
somin	sob	min	0.9	1.0	1.9	0.6315716505050659
somone	sog	slone	0.9	0.9	1.8	0.6497145891189575
somos	soc	mos	0.9	1.0	1.9	0.6628214716911316
somputer	somma	chuter	0.89	0.92	1.81	0.6331138610839844
somthen	some	then	0.93	1.0	1.9300000000000002	0.8735170960426331
somthin	some	thin	0.93	1.0	1.9300000000000002	0.7748326659202576
somtimes	somas	slimes	0.89	0.92	1.81	0.644953727722168
somwhere	some	here	0.93	1.0	1.9300000000000002	0.8743417263031006
sonando	sonant	grando	0.87	0.92	1.79	0.7074963450431824
sonora	sok	ora	0.9	1.0	1.9	0.6896157264709473
sonrie	sos	rie	0.9	1.0	1.9	0.6576851010322571
sonya	sok	tanya	0.9	0.9	1.8	0.6761916875839233
soo	sod	coo	0.9	0.91	1.81	0.7542877197265625
soomee	sog	smee	0.9	0.94	1.8399999999999999	0.7215721011161804
sooyeah	soon	yeah	0.93	1.0	1.9300000000000002	0.856016218662262
sopmetimes	sophs	slimes	0.89	0.92	1.81	0.6630433201789856
soposed	sops	apposed	0.93	0.9	1.83	0.661855936050415
sopposed	sops	apposed	0.93	0.9	1.83	0.661855936050415
soraya	sol	haya	0.9	0.94	1.8399999999999999	0.6344313025474548
sorri	sod	warri	0.9	0.9	1.8	0.6944563388824463
sorrie	sos	rie	0.9	1.0	1.9	0.6576851010322571
sorta	sol	corta	0.9	0.9	1.8	0.6796123385429382
soufwess	soured	prowess	0.87	0.9	1.77	0.7215534448623657
soulchild	soul	child	0.93	0.95	1.88	0.7709627747535706
soundin	soud	nandin	0.93	0.92	1.85	0.6340392827987671
southpark	sound	park	0.89	1.0	1.8900000000000001	0.6963663697242737
southpole	south	pole	0.89	1.0	1.8900000000000001	0.6969265937805176
southside	soul	side	0.93	1.0	1.9300000000000002	0.80057293176651
southstar	soul	star	0.93	1.0	1.9300000000000002	0.7037777304649353
souwhoopin	souk	chopin	0.93	0.92	1.85	0.6544977426528931
sowwie	sog	zowie	0.9	0.9	1.8	0.6661550402641296
spacejams	spades	jams	0.87	1.0	1.87	0.8030215501785278
spambots	spack	sabots	0.89	0.92	1.81	0.6495528221130371
spammed	spars	bammed	0.89	0.92	1.81	0.6357001066207886
spammers	spack	beamers	0.89	0.9	1.79	0.6426369547843933
spanglish	spack	alish	0.89	0.95	1.8399999999999999	0.7549656629562378
spankies	spack	jackies	0.89	0.9	1.79	0.6923670768737793
spankwire	space	wire	0.89	1.0	1.8900000000000001	0.7818276882171631
sparknotes	spas	cotes	0.93	0.95	1.88	0.7783884406089783
spartacus	spack	acus	0.89	1.0	1.8900000000000001	0.6642666459083557
spazz	spa	jazz	0.9	0.94	1.8399999999999999	0.6363236308097839
spazzed	spake	whizzed	0.89	0.9	1.79	0.6942007541656494
spazzes	span	quizzes	0.93	0.9	1.83	0.6318186521530151
spazzing	sparse	gazing	0.87	0.92	1.79	0.6476658582687378
spd	sps	ppd	0.9	0.91	1.81	0.8644431233406067
speakin	spend	takin	0.89	0.95	1.8399999999999999	0.760468602180481
speciall	spears	niall	0.87	0.95	1.8199999999999998	0.7260208129882812
specialnight	spend	night	0.89	1.0	1.8900000000000001	0.7790318131446838
speedin	spence	bedin	0.87	0.95	1.8199999999999998	0.6470154523849487
spellcheck	speak	heck	0.89	1.0	1.8900000000000001	0.7295868992805481
spellin	speak	tellin	0.89	0.92	1.81	0.6743143200874329
spelmanites	specks	ignites	0.87	0.94	1.81	0.688430905342102
spendin	spet	nandin	0.93	0.92	1.85	0.7615218162536621
spendn	spl	indn	0.9	0.94	1.8399999999999999	0.6306639909744263
spiddle	spic	daddle	0.93	0.92	1.85	0.6644710302352905
spielberg	spider	iceberg	0.87	0.9	1.77	0.7726387977600098
spinelli	spicer	celli	0.87	0.95	1.8199999999999998	0.8204110860824585
spittin	spit	suttin	0.93	0.92	1.85	0.6774264574050903
sponser	spook	anser	0.89	0.95	1.8399999999999999	0.665499746799469
sponsered	spoked	sobered	0.87	0.9	1.77	0.6703790426254272
spose	spy	whose	0.9	0.9	1.8	0.6544650197029114
sposed	spy	based	0.9	0.9	1.8	0.7153645753860474
spoted	spl	rated	0.9	0.9	1.8	0.6438164710998535
spotlighted	spokes	weighted	0.87	0.92	1.79	0.6427000761032104
spr	sps	ipr	0.9	0.91	1.81	0.6731752157211304
springish	spry	gish	0.93	1.0	1.9300000000000002	0.6633597016334534
spunds	spl	bonds	0.9	0.9	1.8	0.673896074295044
sputh	spy	youth	0.9	0.9	1.8	0.6925827264785767
squating	squash	eating	0.87	0.92	1.79	0.6445848941802979
squed	sqd	cued	0.9	0.94	1.8399999999999999	0.6626302003860474
squintin	squeel	ventin	0.87	0.92	1.79	0.6339890956878662
srk	sri	ark	0.9	0.91	1.81	0.6856057643890381
ssaid	ssu	kaid	0.9	0.94	1.8399999999999999	0.6689443588256836
sschs	ssu	chs	0.9	1.0	1.9	0.7042441964149475
sside	ssu	shide	0.9	0.9	1.8	0.6763737201690674
stabbin	stacc	bobbin	0.89	0.92	1.81	0.6464635133743286
stabby	std	lobby	0.9	0.9	1.8	0.6719443798065186
staccin	stacc	succin	0.89	0.92	1.81	0.7198612689971924
stache	sta	che	0.9	1.0	1.9	0.7536892890930176
stackin	staw	hackin	0.93	0.92	1.85	0.6579341292381287
stairwellington	staircase	barrington	0.89	0.91	1.8	0.6340735554695129
stalkery	stall	bakery	0.89	0.92	1.81	0.7540308237075806
stalkin	staker	alkin	0.87	0.95	1.8199999999999998	0.6317079067230225
stallworth	staker	orth	0.87	1.0	1.87	0.7523180842399597
standin	staker	nandin	0.87	0.92	1.79	0.7027949094772339
stanka	stk	tanka	0.9	0.9	1.8	0.6360437870025635
stankees	stad	kees	0.93	1.0	1.9300000000000002	0.668328046798706
stankmouth	stacc	couth	0.89	0.95	1.8399999999999999	0.6755033731460571
starbred	stack	bred	0.89	1.0	1.8900000000000001	0.6632933616638184
starbucks	stack	bucks	0.89	0.95	1.8399999999999999	0.7334858775138855
starburst	stab	burst	0.93	0.95	1.88	0.7502626776695251
starbursts	stadia	firsts	0.87	0.92	1.79	0.6669215559959412
starstuck	stab	tuck	0.93	1.0	1.9300000000000002	0.7746103405952454
startin	stacey	martin	0.87	0.92	1.79	0.672994077205658
starvin	stacey	marvin	0.87	0.92	1.79	0.8588861227035522
statefarm	stack	farm	0.89	1.0	1.8900000000000001	0.6447030901908875
statin	str	actin	0.9	0.9	1.8	0.8723791241645813
stayin	stu	yin	0.9	1.0	1.9	0.6541870832443237
steakout	stele	backout	0.89	0.9	1.79	0.6831259727478027
stealin	steeve	catalin	0.87	0.9	1.77	0.7619478106498718
steeger	steed	jaeger	0.89	0.92	1.81	0.7302582859992981
stephlove	steal	love	0.89	1.0	1.8900000000000001	0.7237281799316406
steppa	stu	ppa	0.9	1.0	1.9	0.6758143901824951
steppin	steams	crappin	0.87	0.9	1.77	0.6378285884857178
stepshow	step	show	0.93	1.0	1.9300000000000002	0.7674568891525269
steriod	steal	period	0.89	0.92	1.81	0.7012336254119873
stesanie	stead	jeanie	0.89	0.92	1.81	0.7513167858123779
steves	str	moves	0.9	0.9	1.8	0.6963961124420166
stickin	sticks	pickin	0.87	0.92	1.79	0.683607816696167
stilk	sty	wilk	0.9	0.94	1.8399999999999999	0.6392453908920288
stilletos	stiffs	petos	0.87	0.95	1.8199999999999998	0.6771484613418579
stillettos	stiffs	ghettos	0.87	0.9	1.77	0.7592442631721497
stinch	std	bunch	0.9	0.9	1.8	0.6318292617797852
stinkass	stiles	jackass	0.87	0.9	1.77	0.6793235540390015
stinkin	stive	mankin	0.89	0.92	1.81	0.644844651222229
stips	std	crips	0.9	0.9	1.8	0.6366658210754395
stl	stg	btl	0.9	0.91	1.81	0.7045058012008667
stn	stg	mtn	0.9	0.91	1.81	0.6634072065353394
stoko	stu	koko	0.9	0.94	1.8399999999999999	0.6885682344436646
stomache	stocky	teache	0.87	0.92	1.79	0.656704306602478
stoneys	stoa	coneys	0.93	0.92	1.85	0.6803747415542603
stoolbend	stomp	bend	0.89	1.0	1.8900000000000001	0.8041746020317078
stopin	std	spin	0.9	0.94	1.8399999999999999	0.6323561668395996
stopp	str	opp	0.9	1.0	1.9	0.674282431602478
stoppin	stoker	pippin	0.87	0.92	1.79	0.7223358154296875
stora	stm	kora	0.9	0.94	1.8399999999999999	0.6979556083679199
storee	sty	ree	0.9	1.0	1.9	0.6637632250785828
straggin	strag	laggin	0.89	0.92	1.81	0.6328074336051941
strahan	strata	isfahan	0.87	0.9	1.77	0.7392959594726562
straiight	strake	bight	0.87	0.95	1.8199999999999998	0.6759374737739563
stranga	strack	fanga	0.87	0.95	1.8199999999999998	0.6320812702178955
strea	stm	korea	0.9	0.9	1.8	0.6988913416862488
streetlife	street	life	0.87	1.0	1.87	0.7236630916595459
stressin	str	messin	1.0	0.92	1.92	0.8243241310119629
strickland	strand	land	0.87	1.0	1.87	0.7176061868667603
stripclub	stream	club	0.87	1.0	1.87	0.79835045337677
strippin	strait	pippin	0.87	0.92	1.79	0.7133312225341797
strivin	strack	ivin	0.87	1.0	1.87	0.6462130546569824
strolin	streep	colin	0.87	0.95	1.8199999999999998	0.682492733001709
stromile	str	mile	1.0	1.0	2.0	0.6417796611785889
stroodle	strake	boodle	0.87	0.92	1.79	0.6638623476028442
strozier	strack	glazier	0.87	0.9	1.77	0.6765122413635254
strugglin	stree	danglin	0.89	0.9	1.79	0.6934705972671509
strummin	str	cummin	1.0	0.92	1.92	0.6573784351348877
stuckey	stuart	jackey	0.87	0.92	1.79	0.6507149338722229
stucky	str	cocky	0.9	0.9	1.8	0.6468586921691895
stuffered	stue	sobered	0.93	0.9	1.83	0.6728844046592712
stunna	str	wanna	0.9	0.9	1.8	0.7441120147705078
stunnas	stubb	annas	0.89	0.95	1.8399999999999999	0.7418169975280762
stuntin	stut	bantin	0.93	0.92	1.85	0.6430432200431824
stupidable	stuck	able	0.89	1.0	1.8900000000000001	0.740713357925415
stupidfool	stuck	fool	0.89	1.0	1.8900000000000001	0.7552996873855591
stylin	stu	lin	0.9	1.0	1.9	0.6558793783187866
suami	suu	hami	0.9	0.94	1.8399999999999999	0.7623822689056396
suara	suu	jara	0.9	0.94	1.8399999999999999	0.6338943243026733
suben	sus	deben	0.9	0.9	1.8	0.7585223317146301
subete	sud	fete	0.9	0.94	1.8399999999999999	0.6671557426452637
subir	suq	abir	0.9	0.94	1.8399999999999999	0.7577852606773376
subire	sus	aire	0.9	0.94	1.8399999999999999	0.6452724933624268
subliminals	subs	cardinals	0.93	0.9	1.83	0.7114355564117432
subomi	suq	komi	0.9	0.94	1.8399999999999999	0.7221500277519226
sucas	suq	occas	0.9	0.9	1.8	0.6302667856216431
sucess	suu	bess	0.9	0.94	1.8399999999999999	0.7097111940383911
sucesso	sucuri	gesso	0.87	0.95	1.8199999999999998	0.8056602478027344
sucha	sum	cha	0.9	1.0	1.9	0.7309938669204712
suchs	sub	chs	0.9	1.0	1.9	0.635360836982727
suckas	suq	kakas	0.9	0.9	1.8	0.664244532585144
suckin	sum	takin	0.9	0.9	1.8	0.84571772813797
sucky	suq	backy	0.9	0.9	1.8	0.8042380213737488
suena	suq	keena	0.9	0.9	1.8	0.7765226364135742
sueno	sui	meno	0.9	0.94	1.8399999999999999	0.7341716885566711
suenos	sus	nos	0.9	1.0	1.9	0.6878094673156738
suffetfools	suffer	fools	0.87	1.0	1.87	0.7983119487762451
sufres	suq	nares	0.9	0.9	1.8	0.6566951274871826
sugafoot	sugg	padfoot	0.93	0.9	1.83	0.6417626142501831
sugguested	sugar	roasted	0.89	0.9	1.79	0.7453012466430664
suh	sum	huh	0.9	0.91	1.81	0.6774976849555969
sukkin	sum	takin	0.9	0.9	1.8	0.84571772813797
sullivan	sultan	divan	0.87	0.95	1.8199999999999998	0.6834684610366821
sumar	suq	bemar	0.9	0.9	1.8	0.8087232112884521
sumbody	sum	body	1.0	1.0	2.0	0.6778163909912109
sumboy	sub	boy	0.9	1.0	1.9	0.7125265002250671
sumfin	suq	elfin	0.9	0.9	1.8	0.6718016862869263
sumfins	sumac	coffins	0.89	0.9	1.79	0.6464864015579224
sumhow	sum	how	0.9	1.0	1.9	0.7121367454528809
sumin	sur	gamin	0.9	0.9	1.8	0.6433693170547485
summin	sur	gamin	0.9	0.9	1.8	0.6433693170547485
sumone	sub	one	0.9	1.0	1.9	0.7301362752914429
sumore	sui	ore	0.9	1.0	1.9	0.7680619955062866
sumpin	suq	repin	0.9	0.9	1.8	0.6549909114837646
sumplace	summer	palace	0.87	0.92	1.79	0.6568005084991455
sumtain	summon	obtain	0.87	0.92	1.79	0.6785181760787964
sumter	sue	hater	0.9	0.9	1.8	0.6966512203216553
sumthin	sum	thin	1.0	1.0	2.0	0.6797045469284058
sumthings	sumner	ridings	0.87	0.9	1.77	0.7377530336380005
sumtime	sum	time	1.0	1.0	2.0	0.6557128429412842
sumtimes	sumac	chimes	0.89	0.92	1.81	0.6858334541320801
sumtin	sub	latin	0.9	0.9	1.8	0.6675244569778442
sumtn	sur	mtn	0.9	1.0	1.9	0.7086149454116821
sumwea	sum	wea	0.9	1.0	1.9	0.6564692258834839
sumwer	suq	ower	0.9	0.94	1.8399999999999999	0.6859070062637329
sumwhere	sum	here	1.0	1.0	2.0	0.6951067447662354
sumwire	summit	wire	0.87	1.0	1.87	0.6686656475067139
sunat	sub	nat	0.9	1.0	1.9	0.6515436172485352
sunchips	sundae	chips	0.87	0.95	1.8199999999999998	0.7451073527336121
sunlight	sundry	bight	0.87	0.95	1.8199999999999998	0.645161509513855
suntin	sub	latin	0.9	0.9	1.8	0.6675244569778442
suopp	sum	opp	0.9	1.0	1.9	0.6424334049224854
supabored	supine	labored	0.87	0.9	1.77	0.6611825227737427
suped	suq	piped	0.9	0.9	1.8	0.6470915079116821
superbowl	superb	bowl	0.87	1.0	1.87	0.6327159404754639
supergirl	sup	girl	1.0	1.0	2.0	0.6547793745994568
superhead	superb	ahead	0.87	0.95	1.8199999999999998	0.6462012529373169
superly	supes	soberly	0.89	0.9	1.79	0.6977396011352539
supersexy	super	sexy	0.89	1.0	1.8900000000000001	0.8040791153907776
supman	sub	man	0.9	1.0	1.9	0.6401694416999817
supose	sum	dose	0.9	0.94	1.8399999999999999	0.6805356740951538
suposed	suplex	dosed	0.87	0.95	1.8199999999999998	0.6576513051986694
suppa	suq	hippa	0.9	0.9	1.8	0.7365200519561768
suppoise	supari	hoise	0.87	0.95	1.8199999999999998	0.7059745788574219
supportin	supine	bertin	0.87	0.92	1.79	0.6302638649940491
suppossed	supes	classed	0.89	0.9	1.79	0.6848558187484741
supremes	supari	demes	0.87	0.95	1.8199999999999998	0.6788462996482849
supress	super	dress	0.89	0.95	1.8399999999999999	0.675824761390686
suprise	supply	rise	0.87	1.0	1.87	0.7520254254341125
suprised	supes	ised	0.89	1.0	1.8900000000000001	0.6668995022773743
suprisingly	supes	achingly	0.89	0.92	1.81	0.7317314147949219
suree	sup	bree	0.9	0.94	1.8399999999999999	0.6676017045974731
surelly	suresh	delly	0.87	0.95	1.8199999999999998	0.7126296758651733
surfin	suq	elfin	0.9	0.9	1.8	0.6718016862869263
surlys	suz	lys	0.9	1.0	1.9	0.6620203256607056
surpose	surds	depose	0.89	0.92	1.81	0.6913917660713196
sushy	suq	dashy	0.9	0.9	1.8	0.7181648015975952
